"id";"afternoonTemperature";"date";"eveningTemperature";"morningTemperature";"nightTemperature"
1197;21.67;"2013-05-13";17.67;18.58;13.83
1198;22.5;"2013-05-17";17.67;18.42;12.25
1199;27.17;"2013-05-21";21.0;19.08;15.0
1200;23.0;"2013-05-24";17.83;19.75;16.67
1201;24.92;"2013-05-04";19.83;19.25;14.92
1202;24.42;"2013-05-06";19.83;17.67;13.33
1203;25.5;"2013-05-11";18.58;19.83;14.33
1204;24.08;"2013-05-16";17.82;19.17;14.67
1205;24.33;"2013-05-20";19.5;19.42;13.92
1206;23.0;"2013-05-25";18.67;18.25;14.08
1207;22.5;"2013-05-29";17.67;18.58;16.25
1208;22.42;"2013-06-02";18.17;18.83;13.08
1209;20.0;"2013-06-06";18.83;18.42;16.25
1210;25.08;"2013-06-10";20.92;21.75;16.0
1211;22.17;"2013-05-08";17.5;17.42;14.42
1212;23.58;"2013-05-12";18.08;19.67;13.17
1213;21.17;"2013-05-15";18.58;15.83;12.58
1214;23.92;"2013-05-19";19.08;20.0;13.92
1215;20.0;"2013-05-23";19.0;20.0;16.83
1216;22.42;"2013-05-26";18.92;20.33;15.17
1217;24.25;"2013-05-30";20.33;19.5;15.42
1218;22.42;"2013-06-03";18.08;18.5;14.42
1219;19.5;"2013-06-07";18.83;17.33;17.0
1220;25.33;"2013-06-11";22.5;21.75;17.25
1221;23.83;"2013-05-07";19.58;18.92;16.25
1222;24.83;"2013-05-10";20.33;19.33;13.17
1223;20.25;"2013-05-14";17.08;18.33;15.92
1224;23.88;"2013-05-18";18.75;18.44;13.53
1225;23.42;"2013-05-22";19.33;20.83;17.08
1226;21.17;"2013-05-27";17.25;17.5;17.17
1227;22.0;"2013-05-31";18.25;20.75;18.67
1228;17.92;"2013-06-04";17.5;17.42;14.5
1229;24.0;"2013-06-08";20.58;21.0;17.33
1230;28.5;"2013-06-12";24.08;23.17;16.5
1231;21.5;"2013-05-28";18.17;17.67;11.5
1232;20.42;"2013-06-01";16.79;16.5;12.8
1233;18.92;"2013-06-05";18.08;17.58;15.75
1234;25.25;"2013-06-09";20.92;22.0;17.25
1235;27.42;"2013-06-13";23.92;23.25;19.5
1236;24.25;"2013-06-16";18.92;20.92;19.58
1237;26.08;"2013-06-20";23.08;21.5;17.42
1238;27.67;"2013-06-24";24.17;23.83;20.08
1239;27.08;"2013-06-29";23.25;24.92;20.58
1240;24.0;"2013-07-02";22.5;19.17;18.42
1241;28.92;"2013-06-15";19.67;22.58;18.17
1242;26.33;"2013-06-19";24.17;21.17;16.67
1243;28.25;"2013-06-23";23.08;23.92;19.92
1244;30.33;"2013-06-27";26.33;25.42;23.0
1245;19.5;"2013-07-01";19.83;19.08;19.0
1246;30.67;"2013-07-05";27.0;24.83;20.0
1247;27.5;"2013-07-09";23.75;23.25;21.25
1248;29.5;"2013-07-12";24.58;24.83;19.92
1249;26.0;"2013-07-16";23.25;20.5;17.17
1250;26.08;"2013-07-20";21.0;24.5;19.0
1251;29.83;"2013-06-17";25.69;22.75;18.36
1252;27.0;"2013-06-21";23.08;23.25;15.75
1253;26.67;"2013-06-25";22.67;24.58;21.0
1254;31.67;"2013-06-28";26.58;26.67;21.17
1255;23.0;"2013-07-03";20.08;18.17;17.83
1256;30.33;"2013-07-06";25.33;24.75;22.83
1257;28.25;"2013-07-10";24.25;24.33;18.92
1258;23.25;"2013-07-14";22.42;19.75;17.92
1259;25.0;"2013-07-15";22.42;19.45;17.21
1260;26.5;"2013-07-22";22.58;18.92;14.67
1261;29.42;"2013-06-14";21.25;22.25;19.83
1262;27.67;"2013-06-18";23.5;23.25;21.42
1263;30.92;"2013-06-22";25.83;24.08;18.67
1264;30.0;"2013-06-26";26.42;24.33;18.42
1265;23.08;"2013-06-30";19.46;22.75;19.27
1266;26.75;"2013-07-04";23.75;21.08;19.0
1267;30.33;"2013-07-08";27.0;23.75;22.17
1268;27.33;"2013-07-13";22.08;22.67;19.92
1269;26.83;"2013-07-18";23.67;21.33;17.42
1270;23.67;"2013-07-21";19.58;18.5;17.92
1271;30.33;"2013-07-07";25.5;25.42;21.08
1272;29.08;"2013-07-11";24.92;25.08;19.17
1273;25.67;"2013-07-17";20.83;21.08;18.17
1274;27.08;"2013-07-19";23.83;23.5;17.67
1275;24.5;"2013-07-23";22.92;18.33;16.05
1276;25.58;"2013-07-27";21.42;20.83;19.08
1277;26.08;"2013-07-31";24.5;22.08;21.75
1278;27.5;"2013-08-04";23.83;20.5;17.33
1279;31.42;"2013-08-08";26.83;24.92;22.17
1280;32.5;"2013-08-12";26.75;25.0;22.42
1281;26.42;"2013-07-24";22.75;20.83;17.75
1282;28.42;"2013-07-28";23.92;22.17;15.67
1283;27.17;"2013-08-01";23.75;21.42;19.5
1284;30.17;"2013-08-06";24.75;23.5;19.5
1285;30.08;"2013-08-10";24.17;26.42;24.42
1286;32.58;"2013-08-13";27.25;25.08;23.58
1287;28.92;"2013-08-17";26.18;21.67;19.46
1288;28.5;"2013-08-21";24.17;23.0;21.17
1289;22.58;"2013-08-25";20.25;20.17;18.33
1290;23.75;"2013-08-29";21.25;21.5;21.0
1291;27.17;"2013-07-25";22.92;20.58;16.17
1292;27.92;"2013-07-30";24.75;23.58;19.75
1293;25.75;"2013-08-03";23.0;21.42;18.58
1294;31.17;"2013-08-07";27.83;23.83;19.0
1295;30.92;"2013-08-11";27.5;25.08;20.08
1296;30.92;"2013-08-15";26.83;23.0;22.75
1297;29.91;"2013-08-18";24.55;22.8;21.94
1298;29.33;"2013-08-22";25.08;22.83;18.58
1299;25.17;"2013-08-26";21.75;21.0;17.67
1300;17.5;"2013-08-30";15.67;16.08;18.0
1301;26.75;"2013-07-26";23.5;21.17;18.17
1302;28.92;"2013-07-29";24.92;22.17;20.08
1303;27.67;"2013-08-02";23.42;22.42;18.83
1304;30.0;"2013-08-05";26.25;23.0;17.75
1305;31.92;"2013-08-09";27.0;25.58;20.67
1306;33.86;"2013-08-14";27.45;27.25;21.89
1307;30.17;"2013-08-20";24.83;23.75;18.75
1308;27.17;"2013-08-24";23.75;20.33;19.92
1309;21.67;"2013-08-28";21.25;17.83;16.5
1310;26.5;"2013-09-01";21.42;17.25;12.83
1311;27.92;"2013-08-16";24.42;21.0;20.75
1312;30.17;"2013-08-19";23.42;23.0;21.25
1313;30.92;"2013-08-23";26.5;22.58;21.08
1314;21.5;"2013-08-27";17.83;17.33;17.67
1315;23.08;"2013-08-31";18.83;16.08;12.67
1316;17.25;"2013-09-04";15.0;14.75;14.25
1317;21.0;"2013-09-08";16.67;16.42;13.75
1318;19.0;"2013-09-12";18.92;18.42;17.17
1319;15.33;"2013-09-15";15.17;12.33;13.17
1320;17.58;"2013-09-20";14.08;13.25;13.0
1321;25.08;"2013-09-02";20.42;19.25;15.08
1322;20.08;"2013-09-06";17.58;12.5;9.17
1323;19.67;"2013-09-10";18.42;16.75;11.08
1324;18.75;"2013-09-13";18.17;18.92;18.67
1325;17.92;"2013-09-18";13.67;18.42;17.67
1326;18.33;"2013-09-22";13.83;14.67;13.17
1327;16.0;"2013-09-26";15.67;10.67;6.42
1328;11.4;"2013-09-30";9.5;7.5;6.56
1329;6.0;"2013-10-04";4.83;4.75;4.92
1330;10.42;"2013-10-07";8.0;7.92;2.08
1331;22.67;"2013-09-03";19.08;17.83;15.25
1332;18.08;"2013-09-07";16.33;14.33;14.42
1333;21.75;"2013-09-11";19.08;19.25;15.08
1334;20.75;"2013-09-16";16.0;15.08;13.92
1335;19.67;"2013-09-19";16.92;12.75;10.83
1336;16.33;"2013-09-23";15.25;11.17;10.42
1337;14.08;"2013-09-27";9.5;11.08;14.08
1338;10.5;"2013-10-01";7.25;10.33;9.58
1339;8.83;"2013-10-05";4.75;2.83;1.17
1340;12.58;"2013-10-09";11.17;6.92;4.25
1341;19.5;"2013-09-05";15.33;14.67;12.67
1342;20.42;"2013-09-09";15.58;13.42;10.75
1343;13.75;"2013-09-14";13.0;14.75;14.67
1344;19.92;"2013-09-17";17.25;16.5;13.0
1345;18.42;"2013-09-21";15.08;14.75;13.25
1346;14.0;"2013-09-25";9.17;10.08;10.08
1347;14.0;"2013-09-28";9.58;8.25;4.67
1348;8.08;"2013-10-02";6.75;6.0;5.67
1349;8.67;"2013-10-06";3.58;6.75;4.83
1350;12.25;"2013-10-10";12.42;11.92;11.33
1351;14.67;"2013-09-24";12.08;13.08;13.0
1352;14.17;"2013-09-29";8.58;9.5;6.75
1353;8.42;"2013-10-03";6.25;6.58;5.5
1354;12.67;"2013-10-08";7.17;10.08;7.33
1355;17.75;"2013-10-12";13.58;10.75;8.0
1356;14.42;"2013-10-16";13.0;13.25;13.25
1357;11.67;"2013-10-20";10.58;3.58;1.67
1358;11.08;"2013-10-24";10.42;10.25;10.08
1359;18.0;"2013-10-27";11.6;13.83;11.86
1360;13.67;"2013-11-02";10.58;12.25;8.75
1361;14.92;"2013-10-14";13.08;9.83;7.5
1362;11.17;"2013-10-18";11.83;11.0;12.5
1363;17.25;"2013-10-21";13.83;12.5;11.0
1364;10.83;"2013-10-23";10.58;8.75;8.67
1365;14.42;"2013-10-29";10.75;12.58;8.58
1366;12.67;"2013-11-01";8.75;11.55;8.0
1367;17.5;"2013-11-04";10.67;15.08;13.0
1368;14.5;"2013-11-08";9.42;9.17;5.58
1369;11.17;"2013-11-12";10.58;7.58;7.42
1370;7.17;"2013-11-16";4.33;3.0;-1.0
1371;17.17;"2013-10-13";10.25;11.67;10.25
1372;14.58;"2013-10-17";13.33;13.42;13.0
1373;19.83;"2013-10-22";13.17;12.83;11.0
1374;13.58;"2013-10-26";10.0;7.58;6.42
1375;12.58;"2013-10-30";11.0;12.5;10.58
1376;15.33;"2013-11-03";12.5;13.0;12.0
1377;17.0;"2013-11-06";15.17;16.17;14.0
1378;13.83;"2013-11-09";11.17;13.25;10.5
1379;7.42;"2013-11-14";2.75;6.42;1.75
1380;7.83;"2013-11-17";6.82;7.0;5.46
1381;15.0;"2013-10-11";10.67;13.42;12.46
1382;12.58;"2013-10-15";12.58;12.82;12.77
1383;12.92;"2013-10-19";6.17;11.5;9.92
1384;13.0;"2013-10-25";8.17;11.33;10.0
1385;17.25;"2013-10-28";12.33;13.5;9.83
1386;15.0;"2013-10-31";10.58;11.92;11.0
1387;16.75;"2013-11-05";13.33;14.64;12.46
1388;10.42;"2013-11-11";10.67;11.83;11.5
1389;6.5;"2013-11-15";0.42;1.92;-1.33
1390;10.33;"2013-11-19";9.92;9.25;7.67
1391;12.17;"2013-11-07";6.5;9.75;9.33
1392;13.25;"2013-11-10";12.08;12.33;10.58
1393;7.33;"2013-11-13";2.25;8.67;9.75
1394;7.0;"2013-11-18";7.17;5.67;5.5
1395;11.0;"2013-11-22";10.67;12.0;12.0
1396;3.08;"2013-11-26";2.0;3.25;2.5
1397;5.0;"2013-11-29";1.25;3.42;1.67
1398;3.67;"2013-12-04";-1.83;-0.92;-5.75
1399;4.5;"2013-12-07";1.58;-0.33;-2.75
1400;-1.5;"2013-12-11";-2.92;-6.17;-7.08
1401;12.33;"2013-11-21";12.0;12.0;12.0
1402;12.83;"2013-11-25";5.75;12.42;11.92
1403;3.33;"2013-11-28";1.0;-3.08;-4.83
1404;6.25;"2013-12-02";1.4;-0.6;-1.54
1405;3.67;"2013-12-06";0.75;2.08;-3.67
1406;-3.33;"2013-12-10";-5.83;-2.67;-0.92
1407;3.17;"2013-12-14";-3.42;1.75;1.0
1408;4.5;"2013-12-15";-0.33;-1.5;-4.5
1409;1.5;"2013-12-19";-0.45;-1.67;-1.92
1410;2.5;"2013-12-23";0.17;1.0;2.08
1411;12.5;"2013-11-20";11.75;11.5;10.0
1412;10.33;"2013-11-23";10.0;10.5;10.33
1413;1.75;"2013-11-27";-0.7;2.0;1.21
1414;5.83;"2013-12-01";0.42;1.5;1.83
1415;2.83;"2013-12-05";-0.5;-1.67;-3.25
1416;1.17;"2013-12-08";-1.17;0.5;-0.67
1417;0.67;"2013-12-12";-0.83;-1.5;-3.0
1418;5.33;"2013-12-18";-0.17;-1.33;-4.67
1419;1.73;"2013-12-21";-0.33;-4.0;-2.46
1420;7.17;"2013-12-25";7.08;7.33;6.17
1421;11.33;"2013-11-24";11.67;9.75;9.92
1422;6.08;"2013-11-30";1.92;3.25;0.83
1423;0.75;"2013-12-03";-4.75;-2.33;-2.0
1424;3.67;"2013-12-09";3.75;-3.08;-5.0
1425;1.67;"2013-12-13";0.92;-0.67;-1.0
1426;3.08;"2013-12-17";-3.42;-0.17;-2.58
1427;4.42;"2013-12-22";2.5;-3.17;-4.25
1428;5.92;"2013-12-27";5.08;5.27;4.31
1429;-0.67;"2013-12-31";-0.08;-1.17;-2.0
1430;5.08;"2014-01-04";3.67;4.75;5.0
1431;2.58;"2013-12-16";0.25;1.17;1.25
1432;7.08;"2013-12-20";-1.0;3.58;1.67
1433;2.0;"2013-12-24";5.17;-1.92;-2.58
1434;2.92;"2013-12-28";2.67;3.17;4.58
1435;2.0;"2014-01-01";2.83;1.42;0.0
1436;6.75;"2014-01-05";7.0;5.67;4.75
1437;5.67;"2014-01-08";5.42;4.63;4.56
1438;5.86;"2014-01-12";1.58;-0.17;1.17
1439;6.5;"2014-01-16";0.67;6.83;7.17
1440;0.33;"2014-01-20";-0.25;1.25;1.0
1441;3.0;"2013-12-26";3.17;4.33;6.83
1442;-0.5;"2013-12-30";-1.67;0.0;1.42
1443;4.83;"2014-01-03";5.5;3.5;3.0
1444;7.92;"2014-01-06";6.5;7.0;7.0
1445;5.58;"2014-01-09";1.17;2.17;5.25
1446;2.25;"2014-01-14";1.17;-3.67;-4.58
1447;10.42;"2014-01-18";5.58;5.5;6.33
1448;-5.08;"2014-01-23";-6.42;-5.58;-5.75
1449;-6.75;"2014-01-26";-5.75;-8.17;-8.08
1450;-12.42;"2014-01-31";-10.5;-16.0;-15.42
1451;1.42;"2013-12-29";1.58;1.25;1.0
1452;4.08;"2014-01-02";3.83;3.58;3.42
1453;7.17;"2014-01-07";4.25;5.25;5.58
1454;8.58;"2014-01-11";1.8;3.17;2.71
1455;7.92;"2014-01-15";7.58;6.08;3.58
1456;1.33;"2014-01-19";1.0;3.17;4.33
1457;-4.75;"2014-01-22";-5.83;-3.5;-0.25
1458;-7.42;"2014-01-25";-8.25;-8.58;-9.0
1459;-8.08;"2014-01-29";-10.0;-6.58;-5.46
1460;-8.83;"2014-02-02";-6.75;-8.25;-8.83
1461;6.08;"2014-01-10";5.33;4.42;3.0
1462;6.17;"2014-01-13";-0.67;1.92;1.67
1463;5.92;"2014-01-17";6.5;0.08;-2.92
1464;-1.0;"2014-01-21";-0.08;-1.92;-1.08
1465;-9.0;"2014-01-24";-9.17;-9.67;-8.75
1466;-2.29;"2014-01-28";-4.2;-2.75;0.08
1467;-8.42;"2014-02-01";-8.17;-10.67;-11.0
1468;-3.42;"2014-02-04";-9.08;-10.0;-12.92
1469;4.0;"2014-02-09";1.33;2.75;1.58
1470;10.33;"2014-02-13";3.83;7.42;6.5
1471;-4.8;"2014-01-27";-2.33;-5.17;-5.14
1472;-14.0;"2014-01-30";-13.25;-14.67;-11.67
1473;-7.0;"2014-02-03";-8.25;-8.92;-7.92
1474;2.33;"2014-02-06";2.33;-2.92;-8.5
1475;5.0;"2014-02-10";1.92;3.75;1.25
1476;2.17;"2014-02-16";2.75;-0.83;-0.58
1477;9.75;"2014-02-20";6.08;5.0;4.0
1478;0.0;"2014-02-25";0.0;0.0;0.08
1479;3.83;"2014-03-01";3.33;2.42;1.58
1480;6.17;"2014-03-05";5.83;5.58;6.42
1481;-1.33;"2014-02-05";-7.08;-11.0;-12.0
1482;4.25;"2014-02-08";1.27;3.67;1.92
1483;7.33;"2014-02-12";6.0;5.08;4.33
1484;1.42;"2014-02-15";0.67;0.92;2.0
1485;9.42;"2014-02-18";3.83;3.75;2.17
1486;7.58;"2014-02-21";4.5;4.83;5.25
1487;0.33;"2014-02-26";0.0;0.25;0.17
1488;5.58;"2014-03-02";5.25;2.5;2.92
1489;8.58;"2014-03-06";7.25;7.33;6.0
1490;13.5;"2014-03-11";9.83;4.83;2.92
1491;3.17;"2014-02-07";1.67;0.8;1.71
1492;2.33;"2014-02-11";4.25;0.33;-0.17
1493;6.5;"2014-02-14";1.25;2.58;1.83
1494;4.92;"2014-02-19";4.42;2.18;1.31
1495;5.42;"2014-02-22";2.75;3.83;4.58
1496;1.92;"2014-02-24";0.83;1.5;1.0
1497;0.0;"2014-02-27";0.0;-0.5;-0.5
1498;5.5;"2014-03-03";5.08;3.83;5.0
1499;9.17;"2014-03-07";6.92;5.83;7.0
1500;9.42;"2014-03-10";6.75;4.17;3.33
1501;6.58;"2014-02-17";3.42;2.5;1.5
1502;3.27;"2014-02-23";1.67;0.67;0.62
1503;2.67;"2014-02-28";1.83;0.67;0.0
1504;7.25;"2014-03-04";7.0;4.0;4.92
1505;8.0;"2014-03-08";6.33;3.58;4.92
1506;12.75;"2014-03-12";6.75;7.25;6.92
1507;14.67;"2014-03-15";8.67;8.67;5.08
1508;14.58;"2014-03-18";9.17;11.33;9.42
1509;7.83;"2014-03-24";7.0;5.75;5.67
1510;8.0;"2014-03-29";2.58;4.58;4.25
1511;7.42;"2014-03-09";6.92;1.92;2.83
1512;13.33;"2014-03-13";7.58;5.42;0.42
1513;10.0;"2014-03-16";9.0;6.75;6.92
1514;15.17;"2014-03-20";11.25;9.33;7.25
1515;13.33;"2014-03-25";7.08;9.75;7.25
1516;14.5;"2014-03-28";9.83;10.75;8.42
1517;15.0;"2014-03-31";9.17;6.92;2.67
1518;8.0;"2014-04-05";7.17;6.25;8.25
1519;14.92;"2014-04-10";11.83;11.75;10.58
1520;14.33;"2014-04-14";10.17;9.17;7.08
1521;17.75;"2014-03-14";10.25;8.58;4.17
1522;12.58;"2014-03-19";11.25;9.83;8.42
1523;9.42;"2014-03-23";6.92;8.0;6.0
1524;16.33;"2014-03-26";12.08;10.58;4.42
1525;9.83;"2014-03-30";5.83;2.58;-0.5
1526;8.08;"2014-04-03";7.0;3.42;-0.15
1527;12.67;"2014-04-07";11.33;8.08;6.25
1528;11.75;"2014-04-11";8.92;10.0;8.0
1529;12.25;"2014-04-15";9.5;10.75;9.17
1530;20.67;"2014-04-20";14.33;13.08;9.17
1531;7.25;"2014-03-17";7.42;4.08;4.83
1532;11.42;"2014-03-21";5.83;9.17;4.67
1533;7.92;"2014-03-22";6.42;6.25;4.42
1534;12.0;"2014-03-27";9.33;9.58;8.58
1535;15.83;"2014-04-01";8.67;9.67;5.17
1536;11.75;"2014-04-04";9.5;8.5;7.0
1537;15.33;"2014-04-08";11.92;7.92;5.75
1538;8.08;"2014-04-12";8.0;7.0;7.25
1539;20.0;"2014-04-17";16.5;12.67;8.5
1540;19.33;"2014-04-21";13.83;13.17;9.25
1541;7.08;"2014-04-02";2.83;2.92;3.08
1542;8.42;"2014-04-06";7.5;6.25;5.67
1543;19.08;"2014-04-09";12.58;12.83;10.33
1544;9.83;"2014-04-13";8.5;8.33;7.42
1545;11.58;"2014-04-16";10.42;10.0;9.92
1546;16.92;"2014-04-19";13.33;12.67;9.5
1547;17.58;"2014-04-23";12.75;13.92;12.0
1548;18.08;"2014-04-27";13.58;12.75;7.58
1549;20.5;"2014-05-01";14.75;15.08;12.08
1550;13.5;"2014-05-05";12.67;11.92;13.0
1551;20.42;"2014-04-18";13.67;15.08;13.08
1552;17.5;"2014-04-22";12.58;13.75;10.08
1553;17.42;"2014-04-25";12.42;14.64;13.46
1554;21.42;"2014-04-30";16.0;14.58;9.75
1555;14.67;"2014-05-04";12.58;13.92;12.08
1556;15.92;"2014-05-07";11.0;12.5;6.08
1557;20.42;"2014-05-11";15.33;14.67;13.75
1558;17.67;"2014-05-15";15.5;15.92;15.58
1559;22.58;"2014-05-19";18.17;17.25;11.92
1560;23.58;"2014-05-23";19.0;19.17;16.92
1561;18.33;"2014-04-24";14.17;13.42;10.5
1562;16.5;"2014-04-28";13.42;13.17;11.17
1563;18.33;"2014-05-02";15.67;16.17;11.5
1564;14.75;"2014-05-06";10.08;8.92;5.0
1565;17.08;"2014-05-09";15.25;13.42;11.67
1566;15.83;"2014-05-12";14.5;14.42;14.5
1567;19.75;"2014-05-16";17.92;16.42;14.83
1568;25.33;"2014-05-21";22.67;21.0;18.42
1569;24.75;"2014-05-24";20.67;19.67;15.42
1570;29.0;"2014-05-28";22.33;22.0;16.75
1571;18.08;"2014-04-26";14.17;12.0;9.75
1572;18.75;"2014-04-29";15.75;13.91;8.46
1573;17.0;"2014-05-03";12.67;14.67;10.25
1574;18.83;"2014-05-08";14.92;13.27;6.62
1575;19.83;"2014-05-13";14.83;13.08;11.75
1576;22.58;"2014-05-17";17.83;17.08;12.67
1577;23.42;"2014-05-20";18.75;18.83;12.92
1578;28.08;"2014-05-25";24.0;21.92;16.0
1579;26.25;"2014-05-27";21.08;23.58;20.08
1580;21.83;"2014-05-31";19.33;19.25;15.25
1581;15.58;"2014-05-10";14.92;14.08;12.83
1582;15.92;"2014-05-14";14.25;14.42;10.58
1583;20.92;"2014-05-18";16.58;16.5;11.58
1584;27.83;"2014-05-22";21.08;21.58;14.92
1585;30.17;"2014-05-26";25.17;23.83;18.5
1586;27.67;"2014-05-29";22.17;22.67;18.92
1587;19.83;"2014-06-01";16.92;16.25;16.25
1588;26.0;"2014-06-05";23.08;20.67;17.25
1589;30.58;"2014-06-09";26.33;25.0;21.0
1590;27.67;"2014-06-13";23.67;22.58;18.08
1591;20.42;"2014-05-30";18.92;21.5;17.75
1592;22.33;"2014-06-03";18.83;18.25;14.25
1593;32.67;"2014-06-07";22.83;24.92;20.0
1594;25.58;"2014-06-11";23.0;22.0;19.87
1595;23.83;"2014-06-15";21.83;19.83;16.83
1596;17.83;"2014-06-17";17.75;17.58;17.75
1597;23.75;"2014-06-21";16.83;18.67;15.67
1598;25.33;"2014-06-25";21.73;20.42;18.31
1599;24.67;"2014-06-29";20.25;20.31;14.72
1600;27.17;"2014-07-02";24.25;19.33;17.83
1601;21.5;"2014-06-02";18.67;15.58;11.75
1602;22.25;"2014-06-04";19.25;18.83;16.0
1603;30.5;"2014-06-08";23.08;25.08;20.17
1604;26.58;"2014-06-12";23.92;21.33;17.0
1605;22.83;"2014-06-16";20.25;19.42;14.5
1606;22.33;"2014-06-19";19.67;19.42;15.17
1607;23.25;"2014-06-22";20.58;19.75;16.0
1608;23.0;"2014-06-27";20.75;16.92;12.92
1609;26.17;"2014-07-01";23.67;22.5;18.0
1610;27.25;"2014-07-05";24.33;22.5;20.33
1611;30.17;"2014-06-06";25.58;22.75;18.92
1612;28.83;"2014-06-10";25.67;22.92;19.75
1613;24.0;"2014-06-14";22.42;21.83;19.36
1614;18.42;"2014-06-20";16.25;19.17;15.5
1615;25.0;"2014-06-24";19.83;23.08;18.0
1616;24.25;"2014-06-26";19.08;20.67;19.5
1617;25.31;"2014-06-30";22.58;20.25;16.0
1618;27.25;"2014-07-04";24.83;22.83;18.25
1619;27.58;"2014-07-07";22.17;24.92;19.92
1620;27.42;"2014-07-10";23.5;24.25;19.25
1621;23.67;"2014-06-18";21.17;18.75;16.25
1622;23.33;"2014-06-23";20.67;19.67;15.58
1623;23.0;"2014-06-28";20.43;18.88;14.25
1624;25.58;"2014-07-03";22.67;22.25;17.33
1625;29.75;"2014-07-06";25.75;24.17;19.0
1626;26.08;"2014-07-11";23.58;24.17;20.08
1627;32.25;"2014-07-14";26.0;25.0;21.58
1628;27.42;"2014-07-18";22.17;23.08;21.5
1629;29.33;"2014-07-22";26.25;25.08;21.08
1630;33.0;"2014-07-26";29.25;26.08;22.58
1631;28.5;"2014-07-08";26.33;22.75;19.92
1632;27.58;"2014-07-12";24.25;24.92;22.75
1633;29.83;"2014-07-15";27.67;25.08;22.5
1634;29.42;"2014-07-19";26.33;23.33;20.58
1635;28.08;"2014-07-23";24.33;25.0;24.58
1636;31.0;"2014-07-27";27.75;25.75;24.5
1637;31.83;"2014-07-31";27.25;26.33;20.0
1638;34.83;"2014-08-03";29.0;27.5;23.25
1639;32.33;"2014-08-07";27.08;26.92;22.92
1640;31.17;"2014-08-11";26.83;25.42;22.67
1641;26.17;"2014-07-09";22.75;24.58;20.83
1642;28.08;"2014-07-13";26.67;23.42;19.25
1643;23.83;"2014-07-17";24.0;20.42;22.75
1644;29.5;"2014-07-21";26.25;24.75;19.42
1645;30.17;"2014-07-25";27.67;23.17;19.92
1646;30.5;"2014-07-29";25.5;24.58;21.67
1647;32.92;"2014-08-02";27.25;26.5;22.67
1648;32.08;"2014-08-06";26.92;26.17;22.75
1649;32.33;"2014-08-10";28.25;25.58;23.0
1650;30.75;"2014-08-13";27.08;27.58;25.5
1651;30.42;"2014-07-16";25.0;23.33;21.33
1652;30.42;"2014-07-20";25.58;22.58;22.0
1653;25.83;"2014-07-24";24.83;21.17;22.08
1654;29.42;"2014-07-28";26.33;25.58;21.17
1655;32.17;"2014-08-01";27.42;24.92;20.25
1656;31.08;"2014-08-05";26.92;24.17;24.17
1657;33.0;"2014-08-08";28.25;26.42;22.42
1658;31.33;"2014-08-14";25.17;26.42;22.75
1659;21.0;"2014-08-17";19.92;21.25;22.67
1660;26.67;"2014-08-21";24.0;22.42;17.92
1661;30.75;"2014-07-30";26.25;25.17;20.58
1662;34.73;"2014-08-04";27.73;27.5;24.57
1663;32.92;"2014-08-09";28.08;27.75;23.17
1664;31.0;"2014-08-12";26.88;25.75;22.5
1665;29.5;"2014-08-16";25.67;24.17;23.92
1666;26.83;"2014-08-20";22.08;22.33;17.92
1667;22.5;"2014-08-24";22.0;23.67;16.36
1668;22.42;"2014-08-28";18.67;20.25;20.33
1669;27.67;"2014-09-01";25.17;19.33;14.42
1670;26.83;"2014-09-05";23.92;19.83;20.5
1671;32.58;"2014-08-15";28.67;26.08;20.25
1672;27.17;"2014-08-19";22.83;22.25;16.08
1673;23.25;"2014-08-23";19.42;17.83;15.42
1674;27.67;"2014-08-27";23.75;23.58;20.33
1675;25.17;"2014-08-31";19.58;19.75;13.67
1676;29.5;"2014-09-04";26.25;23.33;23.67
1677;27.17;"2014-09-06";23.75;19.0;19.08
1678;25.92;"2014-09-10";20.58;20.5;16.92
1679;24.75;"2014-09-14";20.25;20.67;15.67
1680;20.75;"2014-09-18";17.83;16.0;16.67
1681;26.33;"2014-08-18";22.83;19.75;19.08
1682;24.0;"2014-08-22";19.0;20.08;19.67
1683;23.92;"2014-08-25";19.75;17.58;18.17
1684;24.25;"2014-08-30";18.5;19.0;12.92
1685;30.33;"2014-09-03";26.83;23.17;20.0
1686;25.75;"2014-09-09";22.0;20.33;18.42
1687;26.67;"2014-09-13";21.17;20.42;16.83
1688;22.0;"2014-09-17";20.42;15.83;15.92
1689;19.92;"2014-09-21";17.25;18.75;13.58
1690;14.92;"2014-09-25";10.42;7.17;5.58
1691;24.33;"2014-08-26";21.67;19.42;15.0
1692;24.33;"2014-08-29";20.58;16.92;12.67
1693;27.75;"2014-09-02";24.58;22.08;20.08
1694;28.5;"2014-09-08";23.0;19.92;18.58
1695;25.25;"2014-09-12";21.42;20.5;18.67
1696;21.17;"2014-09-16";20.0;15.67;16.33
1697;20.67;"2014-09-20";15.17;15.17;12.5
1698;12.75;"2014-09-24";9.25;11.0;11.17
1699;17.42;"2014-09-27";14.83;13.58;12.92
1700;23.67;"2014-09-30";17.67;14.0;10.42
1701;27.75;"2014-09-07";23.42;21.42;20.92
1702;24.67;"2014-09-11";20.92;19.75;16.42
1703;26.75;"2014-09-15";22.58;20.17;15.58
1704;21.25;"2014-09-19";16.25;13.5;11.58
1705;16.67;"2014-09-23";13.08;15.5;16.08
1706;17.0;"2014-09-26";13.75;10.42;5.33
1707;20.42;"2014-10-01";16.0;15.18;13.0
