"id";"afternoonTemperature";"date";"eveningTemperature";"morningTemperature";"nightTemperature"
2420;15.17;"2016-09-21";12.25;9.25;6.83
2421;28.0;"2016-08-24";21.5;24.5;23.15
2422;31.0;"2016-08-28";26.67;24.0;22.83
2423;23.83;"2016-09-01";18.33;18.17;15.67
2424;27.58;"2016-09-05";21.75;22.42;17.92
2425;28.83;"2016-09-09";22.33;22.92;19.33
2426;28.73;"2016-09-13";22.67;21.5;19.08
2427;19.92;"2016-09-18";18.08;18.75;20.42
2428;16.5;"2016-09-23";12.58;10.17;7.75
2429;17.25;"2016-09-28";12.67;10.83;11.17
2430;19.75;"2016-10-04";15.25;15.58;10.83
2431;21.67;"2016-09-15";15.92;16.42;18.0
2432;19.0;"2016-09-19";16.25;17.5;17.5
2433;16.92;"2016-09-22";13.17;9.92;7.33
2434;18.0;"2016-09-26";14.5;13.08;11.92
2435;20.92;"2016-09-30";16.58;13.83;13.92
2436;20.67;"2016-10-03";13.83;13.58;10.33
2437;12.83;"2016-10-07";11.42;12.17;10.17
2438;14.25;"2016-10-11";14.0;9.67;6.08
2439;7.67;"2016-10-15";5.33;4.5;2.92
2440;8.17;"2016-10-20";7.33;5.42;6.33
2441;24.33;"2016-09-16";20.5;17.0;11.92
2442;9.83;"2016-09-20";9.42;10.83;12.83
2443;18.25;"2016-09-25";14.08;13.17;11.0
2444;21.08;"2016-09-29";18.75;12.75;10.92
2445;18.75;"2016-10-02";13.17;15.83;14.42
2446;14.67;"2016-10-06";10.83;9.17;8.83
2447;14.92;"2016-10-10";10.0;7.58;4.75
2448;6.9;"2016-10-13";5.75;8.58;10.5
2449;9.17;"2016-10-17";7.33;5.67;6.08
2450;10.5;"2016-10-22";9.58;9.42;9.25
2451;17.58;"2016-09-24";13.92;11.75;7.42
2452;19.0;"2016-09-27";15.5;12.92;11.08
2453;20.58;"2016-10-01";16.67;18.08;15.25
2454;17.0;"2016-10-05";11.0;14.42;13.75
2455;10.58;"2016-10-08";8.75;11.5;12.17
2456;11.25;"2016-10-12";10.92;12.92;14.0
2457;8.5;"2016-10-16";8.17;6.42;5.0
2458;8.0;"2016-10-19";6.42;5.33;6.5
2459;9.25;"2016-10-23";8.58;8.92;9.08
2460;7.0;"2016-10-26";7.5;5.75;6.0
2461;14.08;"2016-10-09";8.83;8.0;6.5
2462;9.25;"2016-10-14";5.83;5.5;5.0
2463;8.08;"2016-10-18";7.25;5.0;4.17
2464;8.0;"2016-10-21";8.83;8.0;7.25
2465;8.67;"2016-10-24";8.08;7.25;7.92
2466;6.75;"2016-10-28";1.5;1.18;0.08
2467;3.92;"2016-11-01";0.25;2.58;2.83
2468;7.42;"2016-11-04";3.33;4.42;4.0
2469;9.5;"2016-11-08";8.58;9.92;10.58
2470;10.58;"2016-11-12";11.25;9.0;1.33
2471;6.83;"2016-10-27";3.92;5.25;5.58
2472;10.17;"2016-10-29";9.0;3.58;-0.17
2473;10.67;"2016-11-02";10.0;5.67;-1.67
2474;10.5;"2016-11-05";10.42;8.0;4.33
2475;10.75;"2016-11-09";13.58;8.42;7.42
2476;6.08;"2016-11-13";1.75;10.92;9.08
2477;0.0;"2016-11-16";0.0;-1.33;-1.0
2478;4.0;"2016-11-20";3.17;4.92;5.17
2479;0.0;"2016-11-24";1.5;-1.58;-1.25
2480;4.17;"2016-11-28";-0.92;3.67;5.08
2481;6.5;"2016-10-25";6.67;6.42;8.58
2482;8.5;"2016-10-30";5.2;5.83;6.21
2483;9.0;"2016-11-03";6.67;7.42;8.67
2484;13.0;"2016-11-06";12.17;12.5;10.58
2485;6.46;"2016-11-10";4.0;7.33;11.25
2486;1.67;"2016-11-14";1.0;1.5;1.43
2487;5.27;"2016-11-17";4.5;2.25;0.62
2488;4.25;"2016-11-21";4.58;4.25;3.92
2489;6.25;"2016-11-25";3.67;5.5;4.0
2490;1.25;"2016-11-29";-0.58;-1.5;-2.33
2491;7.5;"2016-10-31";5.58;6.0;3.67
2492;15.75;"2016-11-07";13.08;14.0;11.92
2493;8.25;"2016-11-11";3.17;5.83;3.75
2494;0.0;"2016-11-15";-0.33;0.0;0.75
2495;6.91;"2016-11-19";6.17;8.46;9.08
2496;-0.67;"2016-11-23";-1.7;1.5;1.0
2497;7.25;"2016-11-27";5.08;5.75;4.25
2498;0.92;"2016-12-01";-0.92;-1.67;-4.83
2499;1.83;"2016-12-04";-2.75;-1.33;-2.5
2500;2.33;"2016-12-08";3.08;-3.75;-8.5
2501;10.25;"2016-11-18";9.0;8.58;6.92
2502;3.67;"2016-11-22";4.0;3.25;4.08
2503;3.08;"2016-11-26";0.5;2.25;2.67
2504;-3.08;"2016-11-30";-6.17;-5.0;-3.25
2505;-1.17;"2016-12-05";-2.75;-5.42;-5.33
2506;7.67;"2016-12-09";6.42;7.58;5.5
2507;7.58;"2016-12-12";2.67;7.25;5.75
2508;-5.08;"2016-12-16";-9.17;-5.33;-3.5
2509;1.67;"2016-12-20";0.75;0.92;1.0
2510;1.0;"2016-12-24";0.0;-0.67;-3.5
2511;3.17;"2016-12-03";0.75;0.17;0.17
2512;-3.92;"2016-12-07";-8.08;-3.42;-3.25
2513;10.08;"2016-12-11";7.25;10.25;8.42
2514;-1.0;"2016-12-14";-2.67;-5.92;-8.08
2515;-2.08;"2016-12-17";-5.75;-6.92;-10.75
2516;2.58;"2016-12-22";-2.33;-1.5;-2.0
2517;0.58;"2016-12-25";-0.33;-0.25;-0.17
2518;1.67;"2016-12-29";0.92;0.75;0.83
2519;1.33;"2017-01-01";-0.17;-3.33;-5.75
2520;3.08;"2017-01-04";0.92;-1.92;-5.33
2521;1.75;"2016-12-02";1.33;1.92;-1.83
2522;3.25;"2016-12-06";1.45;-0.67;-1.15
2523;8.08;"2016-12-10";6.83;6.83;6.42
2524;-3.67;"2016-12-13";-5.92;-4.33;-1.83
2525;-1.25;"2016-12-18";-2.0;-2.58;-3.83
2526;-2.25;"2016-12-21";-2.42;-4.5;-2.0
2527;2.5;"2016-12-26";-0.67;0.08;0.17
2528;1.0;"2016-12-30";-1.17;0.42;0.58
2529;-1.0;"2016-12-31";-3.83;-3.83;-4.17
2530;-8.67;"2017-01-06";-10.92;-6.25;-2.0
2531;-0.17;"2016-12-15";-1.83;-1.42;-2.45
2532;-1.25;"2016-12-19";0.42;-1.92;-2.0
2533;-2.08;"2016-12-23";-2.75;-2.0;-1.58
2534;2.42;"2016-12-27";1.33;1.17;0.17
2535;2.75;"2017-01-02";-1.0;-1.75;-0.75
2536;3.92;"2017-01-05";0.25;-0.75;-0.67
2537;-12.42;"2017-01-08";-14.17;-13.08;-13.58
2538;-5.08;"2017-01-12";-10.08;-5.67;-5.33
2539;3.25;"2017-01-15";-2.25;1.5;1.25
2540;-2.42;"2017-01-19";-5.42;-4.75;-5.42
2541;3.58;"2016-12-28";1.33;1.83;1.0
2542;2.0;"2017-01-03";-2.17;-2.5;-4.42
2543;-14.0;"2017-01-07";-13.92;-13.83;-12.83
2544;1.25;"2017-01-11";-2.67;-1.75;-5.67
2545;-0.67;"2017-01-17";-2.83;-2.33;-2.25
2546;-2.67;"2017-01-20";-5.0;-9.0;-8.92
2547;1.75;"2017-01-24";-0.5;0.83;0.0
2548;-3.0;"2017-01-28";-3.0;-3.0;-2.42
2549;-4.17;"2017-02-02";-2.58;-6.42;-6.17
2550;2.08;"2017-02-06";1.0;1.42;1.0
2551;-6.83;"2017-01-10";-7.92;-11.75;-9.75
2552;4.67;"2017-01-14";2.42;4.58;4.0
2553;-3.45;"2017-01-18";-5.42;-4.58;-5.15
2554;0.75;"2017-01-21";0.92;-1.75;-4.17
2555;0.67;"2017-01-25";-2.92;-0.75;-1.0
2556;-1.58;"2017-01-29";-2.42;-2.92;-3.0
2557;-4.58;"2017-01-31";-5.83;-7.42;-7.58
2558;7.67;"2017-02-04";1.42;4.0;2.17
2559;-5.0;"2017-02-08";-5.58;-4.42;-3.5
2560;-1.42;"2017-02-12";-3.42;-2.92;-3.58
2561;-9.25;"2017-01-09";-9.5;-11.75;-13.08
2562;0.67;"2017-01-13";2.92;-5.83;-7.0
2563;1.0;"2017-01-16";-0.75;-1.92;-4.25
2564;1.83;"2017-01-23";-0.17;-3.08;-6.25
2565;-4.67;"2017-01-27";-3.58;-8.75;-10.25
2566;2.58;"2017-02-01";-2.17;-1.33;-4.58
2567;-2.17;"2017-02-07";-2.92;-1.33;-0.25
2568;-4.25;"2017-02-11";-3.0;-7.67;-9.33
2569;2.58;"2017-02-15";0.67;0.67;-0.92
2570;4.83;"2017-02-19";-0.17;3.0;1.17
2571;2.17;"2017-01-22";-2.92;1.42;1.0
2572;-5.08;"2017-01-26";-7.42;-6.08;-4.58
2573;-6.83;"2017-01-30";-7.75;-8.0;-6.5
2574;4.17;"2017-02-03";2.75;3.0;-0.58
2575;1.0;"2017-02-05";1.0;1.0;1.25
2576;-3.67;"2017-02-09";-7.17;-8.0;-7.75
2577;-3.33;"2017-02-13";-4.5;-4.5;-5.67
2578;3.83;"2017-02-17";2.0;-0.08;-4.75
2579;5.42;"2017-02-21";3.83;1.92;1.25
2580;13.67;"2017-02-24";9.17;7.67;3.58
2581;-6.08;"2017-02-10";-7.42;-9.33;-9.92
2582;-1.25;"2017-02-14";-0.5;-6.5;-5.75
2583;5.0;"2017-02-18";2.25;2.75;1.75
2584;1.83;"2017-02-20";1.92;1.08;-0.5
2585;3.08;"2017-02-25";0.33;3.58;5.75
2586;6.08;"2017-02-28";4.0;4.75;3.83
2587;10.67;"2017-03-03";4.33;3.83;-1.33
2588;12.08;"2017-03-07";6.08;7.83;5.83
2589;10.17;"2017-03-10";9.58;5.75;4.58
2590;10.17;"2017-03-16";4.83;7.75;5.25
2591;2.58;"2017-02-16";-2.42;-2.67;-5.33
2592;8.0;"2017-02-22";2.42;5.08;3.08
2593;5.17;"2017-02-26";3.42;1.75;-0.17
2594;7.67;"2017-03-01";4.5;6.17;3.92
2595;7.58;"2017-03-05";4.83;5.25;4.08
2596;11.25;"2017-03-09";7.08;5.08;3.83
2597;10.42;"2017-03-13";8.17;5.33;4.17
2598;6.58;"2017-03-17";1.33;3.92;0.75
2599;10.33;"2017-03-21";4.42;8.17;4.67
2600;11.33;"2017-03-25";7.1;8.75;9.07
2601;12.83;"2017-02-23";5.92;5.58;3.5
2602;5.58;"2017-02-27";0.92;3.5;3.17
2603;9.08;"2017-03-04";4.92;4.92;0.75
2604;13.42;"2017-03-08";6.25;8.0;5.08
2605;7.67;"2017-03-11";6.17;6.92;6.25
2606;10.75;"2017-03-14";5.25;6.17;6.17
2607;7.08;"2017-03-18";5.08;3.92;-2.0
2608;11.25;"2017-03-22";4.67;8.17;1.58
2609;5.75;"2017-03-26";5.27;6.0;6.08
2610;19.17;"2017-03-28";15.08;8.17;3.75
2611;9.08;"2017-03-02";4.25;5.58;4.75
2612;8.0;"2017-03-06";5.33;6.08;4.42
2613;6.58;"2017-03-12";6.67;4.58;4.5
2614;9.58;"2017-03-15";6.08;5.17;3.08
2615;8.17;"2017-03-19";3.25;5.92;4.92
2616;11.83;"2017-03-23";5.67;7.08;2.5
2617;19.33;"2017-03-29";12.42;10.0;7.62
2618;16.83;"2017-04-01";9.33;6.83;1.08
2619;12.33;"2017-04-05";8.83;8.83;6.33
2620;14.42;"2017-04-10";8.58;7.92;7.58
2621;9.25;"2017-03-20";5.58;6.33;4.17
2622;13.25;"2017-03-24";9.92;9.0;4.15
2623;9.17;"2017-03-27";8.75;2.83;2.75
2624;7.67;"2017-03-31";3.17;5.67;5.08
2625;12.42;"2017-04-04";8.33;7.0;4.5
2626;8.42;"2017-04-08";8.17;5.25;4.42
2627;13.92;"2017-04-12";8.17;9.08;7.0
2628;12.0;"2017-04-16";8.92;11.0;9.33
2629;1.83;"2017-04-20";1.25;2.67;5.17
2630;11.5;"2017-04-24";7.08;6.08;3.42
2631;15.92;"2017-03-30";11.25;12.67;10.92
2632;12.25;"2017-04-02";7.42;8.25;5.5
2633;8.33;"2017-04-07";5.75;9.42;9.67
2634;12.0;"2017-04-11";8.25;8.42;4.62
2635;16.25;"2017-04-15";10.42;9.42;6.08
2636;4.25;"2017-04-18";4.0;4.5;5.77
2637;11.33;"2017-04-23";5.83;8.92;5.83
2638;13.0;"2017-04-27";8.25;9.92;7.32
2639;21.33;"2017-04-30";16.42;14.08;7.25
2640;23.75;"2017-05-04";18.75;17.58;16.17
2641;14.0;"2017-04-03";8.86;8.75;4.18
2642;12.83;"2017-04-06";11.17;9.17;5.67
2643;10.42;"2017-04-09";10.17;8.27;7.15
2644;12.0;"2017-04-13";7.92;9.25;4.42
2645;7.36;"2017-04-17";6.33;8.75;7.53
2646;3.33;"2017-04-21";2.42;4.92;3.5
2647;12.42;"2017-04-25";8.33;8.17;2.42
2648;16.5;"2017-04-29";11.75;12.33;7.25
2649;24.33;"2017-05-03";21.58;18.58;15.58
2650;18.67;"2017-05-07";13.83;17.42;11.33
2651;15.33;"2017-04-14";10.83;11.0;8.25
2652;10.08;"2017-04-19";7.92;4.5;2.0
2653;12.17;"2017-04-22";8.58;5.92;1.75
2654;14.67;"2017-04-28";9.58;11.64;6.92
2655;23.08;"2017-05-01";18.83;15.25;12.0
2656;22.33;"2017-05-05";19.58;17.5;14.67
2657;17.5;"2017-05-09";12.0;13.08;12.58
2658;15.17;"2017-05-12";13.08;14.42;12.25
2659;21.08;"2017-05-16";16.67;16.25;11.08
2660;15.08;"2017-05-20";12.33;14.75;12.75
2661;10.82;"2017-04-26";8.33;9.1;7.47
2662;24.5;"2017-05-02";20.25;16.58;13.92
2663;20.33;"2017-05-06";17.42;15.92;15.42
2664;13.0;"2017-05-10";10.75;8.83;9.58
2665;13.75;"2017-05-14";13.5;13.25;13.0
2666;20.17;"2017-05-18";15.75;14.08;9.33
2667;19.67;"2017-05-23";14.83;14.67;8.83
2668;19.83;"2017-05-27";18.17;15.42;11.58
2669;27.0;"2017-05-31";22.0;21.67;16.92
2670;23.17;"2017-06-04";18.5;20.5;13.33
2671;15.0;"2017-05-11";12.55;12.17;7.38
2672;18.92;"2017-05-15";16.75;13.25;12.58
2673;19.92;"2017-05-17";15.42;15.92;10.75
2674;18.17;"2017-05-21";15.67;11.42;9.17
2675;17.92;"2017-05-25";14.08;15.5;10.33
2676;24.33;"2017-05-29";19.25;20.75;13.5
2677;26.92;"2017-06-01";21.91;22.58;19.08
2678;23.0;"2017-06-05";18.42;20.42;13.75
2679;20.67;"2017-06-09";20.25;18.83;19.25
2680;29.25;"2017-06-13";25.08;22.75;18.33
2681;16.92;"2017-05-08";14.25;13.58;13.0
2682;15.67;"2017-05-13";13.33;14.25;12.0
2683;18.18;"2017-05-19";15.25;14.82;10.93
2684;15.58;"2017-05-22";13.92;14.25;12.0
2685;19.42;"2017-05-26";15.25;15.75;11.5
2686;24.67;"2017-05-30";19.67;20.0;12.92
2687;22.0;"2017-06-03";17.75;17.58;14.0
2688;27.58;"2017-06-07";20.42;21.92;14.42
2689;24.08;"2017-06-11";21.58;19.0;16.17
2690;21.5;"2017-06-15";18.75;17.83;14.17
2691;19.42;"2017-05-24";15.0;16.83;9.92
2692;23.67;"2017-05-28";20.0;17.92;15.5
2693;24.17;"2017-06-02";20.42;19.0;16.58
2694;25.83;"2017-06-06";21.08;20.83;12.42
2695;26.0;"2017-06-10";21.92;20.83;18.67
2696;22.08;"2017-06-14";20.75;18.83;18.33
2697;20.5;"2017-06-18";18.75;17.83;16.33
2698;27.58;"2017-06-22";23.82;22.75;19.23
2699;26.75;"2017-06-26";22.75;24.58;19.75
2700;30.92;"2017-07-01";25.75;28.9;22.0
2701;25.0;"2017-06-08";21.5;22.25;15.5
2702;27.17;"2017-06-12";22.5;20.83;14.83
2703;24.91;"2017-06-16";20.18;18.42;12.0
2704;27.25;"2017-06-19";23.08;21.5;17.25
2705;26.83;"2017-06-23";19.0;22.75;19.0
2706;28.25;"2017-06-27";23.83;23.92;18.58
2707;29.92;"2017-06-30";25.75;26.0;23.17
2708;21.75;"2017-07-04";19.67;16.17;17.75
2709;23.58;"2017-07-08";21.17;18.75;15.42
2710;26.33;"2017-07-13";22.17;22.92;20.67
2711;17.5;"2017-06-17";16.58;19.75;17.08
2712;27.08;"2017-06-20";23.67;23.5;18.33
2713;25.25;"2017-06-24";23.42;20.0;18.25
2714;27.75;"2017-06-28";23.33;24.58;21.08
2715;23.75;"2017-07-02";22.5;20.92;23.83
2716;26.92;"2017-07-06";22.33;22.58;16.5
2717;26.0;"2017-07-10";22.42;22.58;17.08
2718;24.17;"2017-07-14";20.67;18.83;17.0
2719;27.83;"2017-07-18";24.25;22.83;18.75
2720;31.75;"2017-07-22";26.75;26.17;20.58
2721;29.42;"2017-06-21";22.33;25.08;17.25
2722;26.83;"2017-06-25";24.17;22.67;18.0
2723;27.75;"2017-06-29";23.92;24.83;19.83
2724;26.0;"2017-07-03";22.83;22.17;18.75
2725;24.17;"2017-07-07";21.0;19.42;16.85
2726;26.42;"2017-07-11";22.15;23.25;18.64
2727;22.92;"2017-07-15";19.92;21.25;15.56
2728;29.42;"2017-07-19";26.25;23.33;17.67
2729;30.5;"2017-07-23";26.17;25.25;22.25
2730;28.0;"2017-07-27";24.83;25.0;21.83
2731;26.42;"2017-07-05";22.33;20.08;12.17
2732;25.75;"2017-07-09";23.17;21.42;19.58
2733;25.83;"2017-07-12";23.08;23.67;20.08
2734;24.42;"2017-07-16";21.08;20.58;16.83
2735;29.75;"2017-07-20";25.42;24.67;21.83
2736;28.5;"2017-07-24";24.08;24.25;22.67
2737;26.83;"2017-07-28";22.75;22.58;21.42
2738;29.25;"2017-07-31";25.33;23.42;17.08
2739;34.92;"2017-08-04";30.83;29.42;24.33
2740;26.17;"2017-08-08";23.67;21.83;22.58
2741;27.25;"2017-07-17";24.5;21.67;19.5
2742;31.33;"2017-07-21";26.42;25.75;18.92
2743;28.33;"2017-07-25";24.75;24.83;20.58
2744;25.67;"2017-07-29";23.0;21.42;20.17
2745;33.08;"2017-08-02";30.0;27.33;23.33
2746;36.17;"2017-08-06";28.58;30.0;27.17
2747;32.33;"2017-08-10";30.33;25.92;24.92
2748;24.5;"2017-08-14";22.92;22.83;22.83
2749;30.83;"2017-08-19";24.75;25.0;20.25
2750;18.17;"2017-08-22";17.42;17.0;19.08
2751;27.67;"2017-07-26";24.58;24.08;23.0
2752;26.83;"2017-07-30";23.83;21.42;17.33
2753;34.0;"2017-08-03";30.0;28.33;23.17
2754;32.58;"2017-08-07";28.58;27.92;25.0
2755;33.25;"2017-08-11";28.58;27.0;25.67
2756;29.25;"2017-08-15";25.75;23.92;22.5
2757;32.08;"2017-08-18";26.75;25.08;22.42
2758;22.0;"2017-08-23";15.67;16.55;13.23
2759;26.5;"2017-08-26";21.92;20.67;16.83
2760;21.17;"2017-08-31";17.08;14.92;11.5
2761;31.33;"2017-08-01";28.25;25.75;20.5
2762;36.33;"2017-08-05";31.92;30.08;27.17
2763;25.75;"2017-08-09";27.17;19.75;18.58
2764;33.58;"2017-08-12";27.42;26.0;21.92
2765;30.75;"2017-08-16";26.25;23.92;21.42
2766;30.0;"2017-08-21";24.33;25.17;20.83
2767;25.75;"2017-08-25";20.75;20.0;15.0
2768;20.67;"2017-08-29";18.36;16.33;16.69
2769;26.17;"2017-09-02";21.75;20.33;17.0
2770;24.25;"2017-09-06";20.0;16.92;14.0
2771;34.17;"2017-08-13";28.33;26.67;22.67
2772;32.67;"2017-08-17";26.69;26.33;23.64
2773;32.5;"2017-08-20";26.33;24.67;21.75
2774;23.5;"2017-08-24";19.67;16.17;12.33
2775;27.5;"2017-08-28";22.75;23.17;19.0
2776;22.75;"2017-09-01";19.67;16.5;13.58
2777;22.83;"2017-09-05";19.58;17.17;17.17
2778;24.25;"2017-09-09";19.67;20.58;15.92
2779;28.42;"2017-09-13";21.92;21.5;20.33
2780;26.0;"2017-09-16";21.33;20.25;19.75
2781;28.17;"2017-08-27";22.67;22.33;18.25
2782;19.92;"2017-08-30";16.67;16.17;14.08
2783;25.25;"2017-09-03";21.08;22.58;20.25
2784;25.17;"2017-09-07";21.17;18.33;14.33
2785;25.08;"2017-09-11";21.67;22.33;20.92
2786;29.08;"2017-09-15";24.25;21.0;16.83
2787;26.0;"2017-09-19";23.92;19.08;19.17
2788;20.42;"2017-09-23";15.0;15.33;12.25
2789;16.58;"2017-09-27";14.42;13.08;14.25
2790;13.58;"2017-10-01";13.0;7.58;7.5
2791;26.5;"2017-09-04";22.75;22.25;20.0
2792;24.75;"2017-09-08";19.92;19.0;17.75
2793;23.83;"2017-09-12";22.42;22.25;21.0
2794;28.42;"2017-09-17";20.67;21.75;16.75
2795;25.5;"2017-09-21";20.92;23.08;21.92
2796;22.92;"2017-09-25";20.83;17.58;13.5
2797;15.67;"2017-09-28";13.58;11.5;10.92
2798;14.83;"2017-10-03";13.67;11.0;8.19
2799;13.17;"2017-10-08";13.33;10.42;9.33
2800;13.5;"2017-10-14";11.0;10.25;7.42
2801;24.25;"2017-09-10";21.42;21.67;20.17
2802;23.83;"2017-09-14";19.25;17.33;13.92
2803;28.83;"2017-09-18";24.25;20.33;16.67
2804;16.17;"2017-09-22";14.25;15.58;16.0
2805;19.33;"2017-09-26";17.25;15.75;17.92
2806;15.67;"2017-09-30";13.17;9.67;9.17
2807;17.5;"2017-10-04";15.17;14.0;12.0
2808;10.92;"2017-10-07";9.83;10.25;11.17
2809;18.75;"2017-10-13";11.58;12.92;11.75
2810;18.08;"2017-10-16";13.0;12.17;14.5
2811;24.92;"2017-09-20";22.08;21.83;20.83
2812;20.92;"2017-09-24";17.25;16.08;13.83
2813;15.75;"2017-09-29";13.5;10.83;9.92
2814;12.25;"2017-10-02";7.83;11.42;11.58
2815;20.33;"2017-10-06";13.08;17.25;14.58
2816;15.0;"2017-10-10";9.36;10.0;8.92
2817;20.0;"2017-10-12";14.0;11.42;10.33
2818;16.67;"2017-10-18";14.75;12.58;11.83
2819;12.5;"2017-10-22";9.25;12.58;13.92
2820;9.92;"2017-10-26";7.75;5.67;4.83
2821;18.92;"2017-10-05";15.33;11.25;8.83
2822;14.67;"2017-10-09";11.33;10.58;9.5
2823;17.25;"2017-10-11";12.18;8.83;5.77
2824;18.0;"2017-10-15";17.58;13.0;10.08
2825;19.5;"2017-10-19";14.92;14.83;13.42
2826;10.83;"2017-10-23";11.25;8.75;8.5
2827;15.17;"2017-10-27";12.67;10.5;8.33
2828;6.67;"2017-10-31";3.58;5.5;5.83
2829;12.33;"2017-11-04";10.5;9.33;6.33
2830;8.67;"2017-11-08";8.75;7.42;8.0
2831;23.08;"2017-10-17";16.08;13.17;10.17
2832;15.0;"2017-10-21";14.25;14.17;15.0
2833;7.25;"2017-10-25";6.78;4.82;5.81
2834;12.33;"2017-10-29";9.8;8.42;3.36
2835;9.17;"2017-11-01";5.75;4.83;1.58
2836;12.0;"2017-11-05";7.3;10.5;9.29
2837;9.0;"2017-11-09";8.67;8.58;8.26
2838;13.67;"2017-11-12";8.75;9.17;5.0
2839;5.4;"2017-11-16";3.63;2.33;3.11
2840;6.0;"2017-11-20";3.92;5.08;6.33
2841;17.08;"2017-10-20";15.08;15.5;14.5
2842;9.17;"2017-10-24";7.67;9.42;10.92
2843;11.58;"2017-10-28";8.17;11.42;12.0
2844;13.25;"2017-11-02";8.75;7.58;4.92
2845;9.42;"2017-11-06";7.92;8.33;8.82
2846;10.08;"2017-11-10";10.67;9.08;8.67
2847;11.17;"2017-11-14";7.42;9.67;10.92
2848;7.0;"2017-11-18";7.33;6.0;6.25
2849;2.33;"2017-11-22";-0.25;-1.33;-2.83
2850;9.17;"2017-11-26";7.67;9.58;9.0
2851;8.58;"2017-10-30";6.08;7.17;8.0
2852;11.08;"2017-11-03";7.25;8.17;6.17
2853;7.58;"2017-11-07";8.0;7.0;7.0
2854;13.67;"2017-11-13";12.92;12.17;7.83
2855;6.92;"2017-11-17";6.92;4.42;1.58
2856;4.92;"2017-11-21";0.25;1.92;2.67
2857;6.73;"2017-11-27";6.08;8.0;7.0
2858;11.0;"2017-11-30";11.0;9.33;4.58
2859;4.67;"2017-12-04";3.42;4.0;5.42
2860;7.08;"2017-12-08";1.83;2.5;0.67
2861;11.25;"2017-11-11";8.42;10.83;9.25
2862;6.0;"2017-11-15";4.0;4.75;4.92
2863;8.0;"2017-11-19";7.42;8.0;8.25
2864;3.17;"2017-11-23";-1.83;-0.83;-3.42
2865;8.83;"2017-11-25";9.0;7.0;5.5
2866;6.33;"2017-11-29";4.92;7.08;6.75
2867;8.25;"2017-12-03";9.58;5.17;5.33
2868;7.0;"2017-12-07";5.92;5.92;5.08
2869;8.08;"2017-12-11";6.92;4.25;1.25
2870;10.58;"2017-12-15";8.5;6.75;5.08
2871;4.75;"2017-11-24";4.17;0.83;-3.67
2872;4.83;"2017-11-28";5.0;4.17;5.25
2873;12.92;"2017-12-02";7.25;11.83;11.0
2874;3.67;"2017-12-06";4.58;0.25;-0.58
2875;1.92;"2017-12-10";0.92;9.5;9.33
2876;5.25;"2017-12-14";4.67;3.42;2.92
2877;4.17;"2017-12-17";2.92;5.17;8.42
2878;1.92;"2017-12-21";-1.5;-0.58;-2.08
2879;11.25;"2017-12-25";8.75;6.25;5.67
2880;9.83;"2017-12-29";9.67;10.25;9.67
2881;12.25;"2017-12-01";11.17;12.0;11.08
2882;3.92;"2017-12-05";1.9;1.83;2.0
2883;9.75;"2017-12-09";8.92;3.08;-0.25
2884;8.58;"2017-12-13";3.5;4.67;1.83
2885;1.78;"2017-12-18";0.5;1.31;1.79
2886;1.0;"2017-12-22";1.0;-2.83;-4.08
2887;9.58;"2017-12-26";7.42;6.5;6.5
2888;8.42;"2017-12-30";5.75;6.75;8.67
2889;7.42;"2018-01-02";7.42;6.67;5.58
2890;8.83;"2018-01-06";6.67;5.58;3.92
2891;10.25;"2017-12-12";5.0;6.75;6.08
2892;11.5;"2017-12-16";10.17;10.83;10.25
2893;0.75;"2017-12-20";-0.92;-1.58;-0.83
2894;4.17;"2017-12-24";5.42;0.17;-3.25
2895;10.33;"2017-12-28";9.08;9.45;8.31
2896;6.08;"2018-01-01";4.83;2.17;-0.08
2897;5.92;"2018-01-04";5.0;4.58;5.17
2898;7.0;"2018-01-08";5.83;5.58;4.08
2899;2.33;"2018-01-12";0.0;1.33;2.67
2900;0.25;"2018-01-16";-1.0;-2.17;-6.17
2901;0.33;"2017-12-19";0.0;0.0;0.83
2902;2.75;"2017-12-23";-1.33;1.33;0.42
2903;6.33;"2017-12-27";5.25;6.08;8.33
2904;3.25;"2017-12-31";2.58;3.5;4.0
2905;6.75;"2018-01-05";2.75;4.17;4.42
2906;2.25;"2018-01-09";-2.5;0.67;4.17
2907;-1.0;"2018-01-13";-2.83;-1.0;0.0
2908;3.17;"2018-01-17";5.33;0.83;-3.83
2909;-0.42;"2018-01-21";1.75;-5.67;-1.17
2910;-0.75;"2018-01-25";-4.08;-5.83;-10.67
2911;6.17;"2018-01-03";5.42;7.5;7.08
2912;9.17;"2018-01-07";7.0;8.33;7.33
2913;6.0;"2018-01-10";5.58;3.27;-2.15
2914;-5.25;"2018-01-15";-7.0;-8.75;-8.25
2915;2.08;"2018-01-18";0.0;6.67;6.92
2916;-0.92;"2018-01-22";-3.42;-0.64;-0.46
2917;-5.33;"2018-01-26";-4.83;-8.18;-5.85
2918;5.25;"2018-01-31";-0.58;2.75;0.75
2919;4.75;"2018-02-04";2.5;8.5;7.67
2920;3.08;"2018-02-08";5.38;2.58;2.5
2921;4.0;"2018-01-11";3.0;3.5;3.75
2922;-5.17;"2018-01-14";-4.75;-5.58;-3.67
2923;1.0;"2018-01-20";0.25;2.0;-1.08
2924;-3.83;"2018-01-24";-8.0;-7.75;-9.47
2925;-1.67;"2018-01-28";0.75;-4.08;-4.33
